source,target,Edge Type,source_genre,source_year,target_genre,target_year
1466,14768,InterpolatesFrom,Lo-Fi Electronica,2015,Lo-Fi Electronica,2005
1470,15622,InterpolatesFrom,Doom Metal,2004,Doom Metal,1997
1483,11141,InStyleOf,Psychedelic Rock,2027,,
1483,13480,InStyleOf,Psychedelic Rock,2027,Synthwave,2009
1483,12397,InterpolatesFrom,Psychedelic Rock,2027,Dream Pop,2007
1489,16457,InStyleOf,Oceanus Folk,2023,Oceanus Folk,2021
1489,1841,CoverOf,Oceanus Folk,2023,Indie Folk,2010
1489,6611,DirectlySamples,Oceanus Folk,2023,Oceanus Folk,2013
1502,16478,LyricalReferenceTo,Psychedelic Rock,2018,,
1508,9488,InterpolatesFrom,Doom Metal,2018,Synthwave,2012
1508,8593,InterpolatesFrom,Doom Metal,2018,Doom Metal,2007
1515,6556,InterpolatesFrom,Doom Metal,2029,Symphonic Metal,2027
1515,11342,LyricalReferenceTo,Doom Metal,2029,,
1515,3633,InterpolatesFrom,Doom Metal,2029,,
1515,7395,InStyleOf,Doom Metal,2029,Synthwave,2021
1520,827,LyricalReferenceTo,Lo-Fi Electronica,2023,Lo-Fi Electronica,2006
1524,16441,LyricalReferenceTo,Psychedelic Rock,2009,Psychedelic Rock,1999
1539,6454,CoverOf,Indie Pop,2019,Indie Pop,1991
1539,3596,InStyleOf,Indie Pop,2019,Avant-Garde Folk,2015
1544,485,InStyleOf,Southern Gothic Rock,2007,Southern Gothic Rock,1998
1550,3304,LyricalReferenceTo,Americana,2023,,
1571,16719,InStyleOf,Indie Rock,2026,,
1571,11230,InStyleOf,Indie Rock,2026,Psychedelic Rock,2020
1571,8215,InterpolatesFrom,Indie Rock,2026,,
1571,8888,LyricalReferenceTo,Indie Rock,2026,Indie Rock,2010
1571,7517,InStyleOf,Indie Rock,2026,Indie Rock,2023
1571,8516,InStyleOf,Indie Rock,2026,Psychedelic Rock,2017
1571,7450,InStyleOf,Indie Rock,2026,Doom Metal,2013
1585,9716,InterpolatesFrom,Dream Pop,2007,Americana,1991
1588,11780,InterpolatesFrom,,,Dream Pop,2027
1588,3199,DirectlySamples,,,,
1596,3743,InStyleOf,Indie Pop,2005,Southern Gothic Rock,1985
1600,11339,InterpolatesFrom,Space Rock,2025,Indie Rock,2024
1605,12089,InStyleOf,Synthwave,2000,,
1608,2614,CoverOf,,,Dream Pop,1990
1617,1841,CoverOf,Americana,2017,Indie Folk,2010
1620,13249,LyricalReferenceTo,,,,
1626,3376,CoverOf,Indie Folk,2020,Desert Rock,2013
1626,6762,DirectlySamples,Indie Folk,2020,Symphonic Metal,2007
1629,15754,InStyleOf,Desert Rock,2023,Indie Folk,2021
1629,2662,InterpolatesFrom,Desert Rock,2023,,
1629,12067,LyricalReferenceTo,Desert Rock,2023,Oceanus Folk,2024
1629,7640,InterpolatesFrom,Desert Rock,2023,Desert Rock,2017
1635,7947,InStyleOf,Synthpop,2026,,
1652,3323,InStyleOf,,,,
1652,16048,InStyleOf,,,Dream Pop,2017
1661,11033,InterpolatesFrom,Doom Metal,2013,Doom Metal,2004
1661,14086,InterpolatesFrom,Doom Metal,2013,Doom Metal,2005
1665,3194,LyricalReferenceTo,Oceanus Folk,2026,Oceanus Folk,2017
1671,14987,InterpolatesFrom,,,Doom Metal,2017
1680,10593,LyricalReferenceTo,Space Rock,2027,,
1680,467,DirectlySamples,Space Rock,2027,Post-Apocalyptic Folk,2020
1680,13568,InStyleOf,Space Rock,2027,,
1680,10035,InterpolatesFrom,Space Rock,2027,Post-Apocalyptic Folk,2026
1680,14830,InStyleOf,Space Rock,2027,Dream Pop,2029
1680,11097,CoverOf,Space Rock,2027,Darkwave,2019
1680,9259,LyricalReferenceTo,Space Rock,2027,Dream Pop,2024
1684,6072,LyricalReferenceTo,Dream Pop,2020,Synthwave,1998
1689,4849,LyricalReferenceTo,,,,
1693,10252,InStyleOf,Psychedelic Rock,2025,,
1709,10673,InStyleOf,Synthwave,2026,Doom Metal,2013
1709,7116,CoverOf,Synthwave,2026,Doom Metal,2007
1715,10281,InStyleOf,Dream Pop,2029,Synthwave,2016
1715,11331,InterpolatesFrom,Dream Pop,2029,,
1715,10747,DirectlySamples,Dream Pop,2029,Dream Pop,2019
1715,9030,LyricalReferenceTo,Dream Pop,2029,Indie Rock,2026
1715,14057,InStyleOf,Dream Pop,2029,Synthwave,2023
1715,12204,InStyleOf,Dream Pop,2029,Symphonic Metal,2024
1715,14223,CoverOf,Dream Pop,2029,Psychedelic Rock,2024
1738,5295,CoverOf,Doom Metal,2017,,
1742,15622,DirectlySamples,Indie Folk,2017,Doom Metal,1997
1757,15983,InterpolatesFrom,Avant-Garde Folk,2010,,
1772,2333,CoverOf,Southern Gothic Rock,2010,Indie Pop,2000
1772,1293,InStyleOf,Southern Gothic Rock,2010,,
1772,3349,InterpolatesFrom,Southern Gothic Rock,2010,Indie Pop,2002
1772,13811,InterpolatesFrom,Southern Gothic Rock,2010,,
1772,11368,InStyleOf,Southern Gothic Rock,2010,Southern Gothic Rock,2004
1773,8892,DirectlySamples,,,,
1773,467,InterpolatesFrom,,,Post-Apocalyptic Folk,2020
1773,12043,CoverOf,,,Dream Pop,2023
1773,13713,InStyleOf,,,Darkwave,2028
1773,14987,InStyleOf,,,Doom Metal,2017
1773,14401,CoverOf,,,Darkwave,2019
1779,11945,InterpolatesFrom,Indie Folk,2017,Doom Metal,2007
1783,10593,LyricalReferenceTo,Doom Metal,2024,,
1787,92,LyricalReferenceTo,Indie Folk,2026,Americana,2023
1787,12673,InterpolatesFrom,Indie Folk,2026,Americana,2013
1791,4849,CoverOf,Lo-Fi Electronica,2010,,
1791,2467,DirectlySamples,Lo-Fi Electronica,2010,,
1797,9948,LyricalReferenceTo,Americana,2028,Desert Rock,2020
1797,653,CoverOf,Americana,2028,,
1797,4675,InterpolatesFrom,Americana,2028,Desert Rock,2020
1797,9378,InStyleOf,Americana,2028,Psychedelic Rock,2024
1797,60,CoverOf,Americana,2028,Americana,2023
1797,15230,LyricalReferenceTo,Americana,2028,Dream Pop,2025
1797,14621,InterpolatesFrom,Americana,2028,Psychedelic Rock,2021
1804,11905,CoverOf,,,Alternative Rock,2004
1804,13421,InStyleOf,,,Dream Pop,1994
1804,10402,InStyleOf,,,Alternative Rock,2010
1804,10419,LyricalReferenceTo,,,Dream Pop,1997
1804,7100,LyricalReferenceTo,,,Alternative Rock,2012
1804,13208,InterpolatesFrom,,,Dream Pop,2007
1804,15734,InStyleOf,,,Alternative Rock,1997
1804,2510,LyricalReferenceTo,,,Dream Pop,1981
1807,5689,InStyleOf,Emo/Pop Punk,2009,Emo/Pop Punk,2006
1810,6210,LyricalReferenceTo,Lo-Fi Electronica,2028,Alternative Rock,2022
1813,16030,InStyleOf,,,Doom Metal,2004
1813,16158,CoverOf,,,Psychedelic Rock,2007
1813,298,CoverOf,,,Indie Folk,2013
1814,2333,InterpolatesFrom,,,Indie Pop,2000
1814,12475,InterpolatesFrom,,,Southern Gothic Rock,1997
1814,3349,InStyleOf,,,Indie Pop,2002
1814,11368,LyricalReferenceTo,,,Southern Gothic Rock,2004
1817,3497,InterpolatesFrom,,,,
1823,6417,CoverOf,,,,
1823,1841,InStyleOf,,,Indie Folk,2010
1823,15441,InStyleOf,,,Oceanus Folk,2017
1823,8153,InStyleOf,,,Oceanus Folk,2020
1823,9912,CoverOf,,,Oceanus Folk,2026
1830,467,DirectlySamples,Post-Apocalyptic Folk,2029,Post-Apocalyptic Folk,2020
1830,7897,LyricalReferenceTo,Post-Apocalyptic Folk,2029,Post-Apocalyptic Folk,2014
1830,3329,InterpolatesFrom,Post-Apocalyptic Folk,2029,Post-Apocalyptic Folk,2022
1830,5389,InterpolatesFrom,Post-Apocalyptic Folk,2029,Post-Apocalyptic Folk,2020
1849,9116,InStyleOf,Indie Folk,2027,Doom Metal,2020
1849,12245,LyricalReferenceTo,Indie Folk,2027,Indie Folk,2017
1849,14118,CoverOf,Indie Folk,2027,Indie Folk,2017
1849,3931,LyricalReferenceTo,Indie Folk,2027,Indie Folk,2023
1849,5777,CoverOf,Indie Folk,2027,Indie Folk,2013
1853,1018,InStyleOf,Avant-Garde Folk,2011,Alternative Rock,2008
1859,3730,InStyleOf,,,Oceanus Folk,2016
1863,12678,LyricalReferenceTo,Oceanus Folk,2013,Synthwave,2013
1863,9702,InStyleOf,Oceanus Folk,2013,Synthwave,2013
1863,1841,InStyleOf,Oceanus Folk,2013,Indie Folk,2010
1869,13062,CoverOf,Indie Rock,2013,Doom Metal,1994
1874,6994,DirectlySamples,Dream Pop,2023,Oceanus Folk,2017
1874,16582,LyricalReferenceTo,Dream Pop,2023,Oceanus Folk,2023
1880,2202,CoverOf,,,,
1880,14976,LyricalReferenceTo,,,Speed Metal,2010
1880,16724,LyricalReferenceTo,,,Speed Metal,2000
1880,16335,InStyleOf,,,Speed Metal,2017
1880,14239,LyricalReferenceTo,,,Speed Metal,2020
1884,15622,InterpolatesFrom,,,Doom Metal,1997
1888,14569,LyricalReferenceTo,Indie Folk,2017,Synthpop,2017
1895,12652,CoverOf,Desert Rock,2025,,
1898,15622,InterpolatesFrom,Dream Pop,2028,Doom Metal,1997
1902,10398,InStyleOf,Americana,2017,Indie Folk,2013
1902,15622,DirectlySamples,Americana,2017,Doom Metal,1997
1907,14969,LyricalReferenceTo,Synthwave,2021,,
1907,4046,CoverOf,Synthwave,2021,,
1907,9579,InStyleOf,Synthwave,2021,,
1907,13413,InStyleOf,Synthwave,2021,Indie Folk,2022
1915,13302,InterpolatesFrom,Synthwave,2023,Indie Rock,2020
1915,10747,InterpolatesFrom,Synthwave,2023,Dream Pop,2019
1915,10281,CoverOf,Synthwave,2023,Synthwave,2016
1915,11847,InterpolatesFrom,Synthwave,2023,Dream Pop,2023
1915,9995,InStyleOf,Synthwave,2023,Dream Pop,2018
1915,8245,DirectlySamples,Synthwave,2023,,
1915,10342,CoverOf,Synthwave,2023,Dream Pop,2017
1915,12043,LyricalReferenceTo,Synthwave,2023,Dream Pop,2023
1920,8236,InStyleOf,,,,
1920,7450,DirectlySamples,,,Doom Metal,2013
1927,16635,InStyleOf,,,,
1927,9129,CoverOf,,,Dream Pop,1986
1933,4167,InStyleOf,Avant-Garde Folk,2025,,
1933,2331,InterpolatesFrom,Avant-Garde Folk,2025,Blues Rock,2011
1933,8095,LyricalReferenceTo,Avant-Garde Folk,2025,Southern Gothic Rock,2006
1933,14510,InStyleOf,Avant-Garde Folk,2025,,
1933,6503,InterpolatesFrom,Avant-Garde Folk,2025,Emo/Pop Punk,2018
1933,15643,LyricalReferenceTo,Avant-Garde Folk,2025,Southern Gothic Rock,2016
1933,10503,DirectlySamples,Avant-Garde Folk,2025,Southern Gothic Rock,2013
1933,6674,CoverOf,Avant-Garde Folk,2025,Blues Rock,1984
1933,2927,InterpolatesFrom,Avant-Garde Folk,2025,Southern Gothic Rock,1987
1939,13990,InStyleOf,Space Rock,2026,Post-Apocalyptic Folk,2012
1939,10673,InStyleOf,Space Rock,2026,Doom Metal,2013
1939,7116,InterpolatesFrom,Space Rock,2026,Doom Metal,2007
1943,827,LyricalReferenceTo,,,Lo-Fi Electronica,2006
1943,11677,DirectlySamples,,,Lo-Fi Electronica,2009
1943,966,LyricalReferenceTo,,,Lo-Fi Electronica,2003
1943,13985,LyricalReferenceTo,,,Lo-Fi Electronica,2013
1943,14768,InStyleOf,,,Lo-Fi Electronica,2005
1943,13335,LyricalReferenceTo,,,Lo-Fi Electronica,2002
1943,2167,DirectlySamples,,,Lo-Fi Electronica,2007
1958,16620,CoverOf,Jazz Surf Rock,2026,,
1966,10975,CoverOf,Synthwave,2023,Synthwave,2018
1966,1057,CoverOf,Synthwave,2023,,
1966,5808,LyricalReferenceTo,Synthwave,2023,,
1966,5777,LyricalReferenceTo,Synthwave,2023,Indie Folk,2013
1966,10673,CoverOf,Synthwave,2023,Doom Metal,2013
1970,10111,CoverOf,Darkwave,2027,Darkwave,2019
1977,15622,DirectlySamples,,,Doom Metal,1997
1984,11056,DirectlySamples,Desert Rock,2029,,
1984,14118,LyricalReferenceTo,Desert Rock,2029,Indie Folk,2017
1984,7116,DirectlySamples,Desert Rock,2029,Doom Metal,2007
1984,11251,InStyleOf,Desert Rock,2029,Indie Folk,2020
1984,6521,LyricalReferenceTo,Desert Rock,2029,Doom Metal,2028
1991,8596,CoverOf,,,Dream Pop,2020
1996,11768,InStyleOf,Dream Pop,2026,Dream Pop,2024
2009,6635,InStyleOf,,,,
2009,6762,CoverOf,,,Symphonic Metal,2007
2009,7278,InterpolatesFrom,,,Synthwave,2022
2009,10761,LyricalReferenceTo,,,Symphonic Metal,2028
2013,5887,InterpolatesFrom,Synthwave,2017,Doom Metal,1997
2019,16256,LyricalReferenceTo,Dream Pop,2029,,
2026,1544,LyricalReferenceTo,Indie Pop,2023,Southern Gothic Rock,2007
2026,5051,LyricalReferenceTo,Indie Pop,2023,Emo/Pop Punk,1997
2030,10736,CoverOf,,,Space Rock,2023
2030,4981,CoverOf,,,Space Rock,2024
2034,9559,LyricalReferenceTo,,,Jazz Surf Rock,2004
2042,9068,CoverOf,,,,
2053,8055,LyricalReferenceTo,Emo/Pop Punk,2019,Alternative Rock,2004
2057,12673,LyricalReferenceTo,Indie Folk,2023,Americana,2013
2061,16719,CoverOf,,,,
2061,16409,InterpolatesFrom,,,Dream Pop,2024
2061,445,InterpolatesFrom,,,,
2061,2385,CoverOf,,,Dream Pop,2023
2068,3267,InterpolatesFrom,Southern Gothic Rock,1996,Indie Pop,1985
2078,9647,InStyleOf,Indie Pop,2026,Southern Gothic Rock,2006
2078,15715,InterpolatesFrom,Indie Pop,2026,Southern Gothic Rock,1993
2078,6946,CoverOf,Indie Pop,2026,Blues Rock,1992
2078,11363,InStyleOf,Indie Pop,2026,Blues Rock,2010
2082,6368,LyricalReferenceTo,Synthwave,1997,Synthwave,1994
2093,14082,CoverOf,Darkwave,2020,,
2093,12538,InStyleOf,Darkwave,2020,,
2093,6551,InStyleOf,Darkwave,2020,Indie Folk,2014
2093,4818,DirectlySamples,Darkwave,2020,Doom Metal,2018
2099,298,InterpolatesFrom,Doom Metal,2023,Indie Folk,2013
2099,8888,DirectlySamples,Doom Metal,2023,Indie Rock,2010
2099,5331,InStyleOf,Doom Metal,2023,Synthwave,2017
2099,10596,LyricalReferenceTo,Doom Metal,2023,Indie Folk,2013
2102,12678,CoverOf,,,Synthwave,2013
2102,1863,CoverOf,,,Oceanus Folk,2013
2102,9335,InStyleOf,,,Indie Rock,2016
2107,12998,LyricalReferenceTo,Dream Pop,2007,Dream Pop,1994
2107,16210,InStyleOf,Dream Pop,2007,Dream Pop,2006
2112,16605,LyricalReferenceTo,Blues Rock,2013,Indie Rock,2004
2120,6901,InStyleOf,Indie Folk,2017,Indie Folk,2010
2124,15622,InStyleOf,Synthwave,2024,Doom Metal,1997
2124,525,InStyleOf,Synthwave,2024,Doom Metal,2007
2124,2956,InStyleOf,Synthwave,2024,Indie Folk,2008
2130,7830,InterpolatesFrom,Dream Pop,2029,Space Rock,2016
2130,10657,InStyleOf,Dream Pop,2029,Dream Pop,2017
2143,7624,DirectlySamples,,,Synthpop,2020
2161,14945,CoverOf,Desert Rock,2017,,
2167,14512,CoverOf,Lo-Fi Electronica,2007,Lo-Fi Electronica,1997
2167,4781,InStyleOf,Lo-Fi Electronica,2007,Lo-Fi Electronica,2003
2169,6417,InterpolatesFrom,Oceanus Folk,2026,,
2169,1841,InStyleOf,Oceanus Folk,2026,Indie Folk,2010
2174,1412,LyricalReferenceTo,Indie Pop,1990,Indie Pop,1984
2175,15622,LyricalReferenceTo,Synthwave,2010,Doom Metal,1997
2186,4770,CoverOf,,,Synthwave,2007
2186,5535,DirectlySamples,,,Doom Metal,2001
2197,12817,InStyleOf,,,Synthwave,2000
2206,12041,CoverOf,,,Southern Gothic Rock,2004
2208,12382,InStyleOf,Emo/Pop Punk,2019,Alternative Rock,2011
2208,16702,DirectlySamples,Emo/Pop Punk,2019,Avant-Garde Folk,1997
2208,5455,LyricalReferenceTo,Emo/Pop Punk,2019,Southern Gothic Rock,1999
2212,3668,DirectlySamples,Doom Metal,2016,Doom Metal,2004
2212,5887,InStyleOf,Doom Metal,2016,Doom Metal,1997
2212,3633,LyricalReferenceTo,Doom Metal,2016,,
2223,4880,InterpolatesFrom,Alternative Rock,2026,Alternative Rock,2016
2223,11558,InterpolatesFrom,Alternative Rock,2026,Alternative Rock,2015
2234,14045,InStyleOf,Lo-Fi Electronica,2025,Lo-Fi Electronica,2011
2234,13335,InterpolatesFrom,Lo-Fi Electronica,2025,Lo-Fi Electronica,2002
2238,10437,InStyleOf,Synthwave,2009,Dream Pop,2007
2238,6006,LyricalReferenceTo,Synthwave,2009,Doom Metal,2004
2243,14335,LyricalReferenceTo,Synthpop,2013,Synthpop,2004
2256,2073,CoverOf,Jazz Surf Rock,2010,Doom Metal,1994
2260,3730,InStyleOf,Symphonic Metal,2029,Oceanus Folk,2016
2260,12079,InStyleOf,Symphonic Metal,2029,Synthwave,2021
2260,3168,DirectlySamples,Symphonic Metal,2029,Indie Folk,2019
2260,12045,CoverOf,Symphonic Metal,2029,Psychedelic Rock,2024
2260,12886,InStyleOf,Symphonic Metal,2029,Dream Pop,2028
2267,12009,LyricalReferenceTo,Dream Pop,2030,,
2272,3501,DirectlySamples,Space Rock,2022,Oceanus Folk,2007
2272,14965,LyricalReferenceTo,Space Rock,2022,Doom Metal,2010
2272,13324,DirectlySamples,Space Rock,2022,Oceanus Folk,2004
2277,11327,CoverOf,Lo-Fi Electronica,2004,Lo-Fi Electronica,1998
2277,6785,LyricalReferenceTo,Lo-Fi Electronica,2004,Lo-Fi Electronica,2002
2277,2467,InterpolatesFrom,Lo-Fi Electronica,2004,,
2277,6072,InStyleOf,Lo-Fi Electronica,2004,Synthwave,1998
2277,14512,InStyleOf,Lo-Fi Electronica,2004,Lo-Fi Electronica,1997
2284,15622,LyricalReferenceTo,Synthwave,2023,Doom Metal,1997
2284,4362,CoverOf,Synthwave,2023,Synthwave,2013
2292,11033,InStyleOf,Indie Folk,2020,Doom Metal,2004
2292,9115,InStyleOf,Indie Folk,2020,,
2303,7012,InStyleOf,Alternative Rock,2025,,
2303,3512,InterpolatesFrom,Alternative Rock,2025,Indie Pop,2013
2307,892,DirectlySamples,Synthwave,2026,,
2307,438,CoverOf,Synthwave,2026,Dream Pop,2010
2323,12395,InStyleOf,,,Indie Folk,2020
2327,7138,CoverOf,Speed Metal,2025,Speed Metal,2019
2327,16421,InStyleOf,Speed Metal,2025,Speed Metal,2010
2331,5802,InStyleOf,Blues Rock,2011,Indie Pop,1984
2331,6674,LyricalReferenceTo,Blues Rock,2011,Blues Rock,1984
2333,9772,DirectlySamples,Indie Pop,2000,Indie Pop,1997
2333,12475,LyricalReferenceTo,Indie Pop,2000,Southern Gothic Rock,1997
2333,12822,InterpolatesFrom,Indie Pop,2000,Southern Gothic Rock,1999
2335,15409,InterpolatesFrom,,,Dream Pop,2019
2350,7036,DirectlySamples,Blues Rock,2007,Indie Pop,1987
2350,9100,LyricalReferenceTo,Blues Rock,2007,,
2350,2807,InStyleOf,Blues Rock,2007,Blues Rock,1984
2357,15034,InStyleOf,Alternative Rock,2026,Alternative Rock,1997
2360,4006,LyricalReferenceTo,Indie Rock,2017,Indie Rock,2007
2360,1244,InterpolatesFrom,Indie Rock,2017,,
2364,7851,CoverOf,Doom Metal,2020,,
2364,9488,InterpolatesFrom,Doom Metal,2020,Synthwave,2012
2373,12934,LyricalReferenceTo,,,,
2373,13249,LyricalReferenceTo,,,,
2379,6994,InStyleOf,Synthpop,2027,Oceanus Folk,2017
2385,445,DirectlySamples,Dream Pop,2023,,
2391,2899,InStyleOf,,,,
2402,6293,CoverOf,Post-Apocalyptic Folk,2029,Dream Pop,2025
2402,5389,CoverOf,Post-Apocalyptic Folk,2029,Post-Apocalyptic Folk,2020
2402,11819,CoverOf,Post-Apocalyptic Folk,2029,Dream Pop,2025
2406,9256,DirectlySamples,Symphonic Metal,2029,Symphonic Metal,2027
2413,5233,CoverOf,Dream Pop,2026,,
2413,11432,CoverOf,Dream Pop,2026,Dream Pop,2010
2415,14799,LyricalReferenceTo,,,Dream Pop,2011
2418,5706,DirectlySamples,Dream Pop,2028,,
2433,6180,InStyleOf,Dream Pop,2020,Desert Rock,2010
2433,6643,InStyleOf,Dream Pop,2020,Indie Folk,2013
2436,16487,DirectlySamples,Indie Folk,2020,Indie Folk,2020
2440,15089,InterpolatesFrom,,,Synthwave,1999
2440,11432,CoverOf,,,Dream Pop,2010
2440,5233,InStyleOf,,,,
2440,933,CoverOf,,,Dream Pop,1998
2445,15622,LyricalReferenceTo,Doom Metal,2007,Doom Metal,1997
2446,5826,InterpolatesFrom,Indie Folk,2024,Desert Rock,2020
2454,14389,InStyleOf,Synthwave,2030,Synthwave,2017
2454,15754,LyricalReferenceTo,Synthwave,2030,Indie Folk,2021
2454,14272,LyricalReferenceTo,Synthwave,2030,Dream Pop,2022
2454,3451,CoverOf,Synthwave,2030,,
2454,16048,LyricalReferenceTo,Synthwave,2030,Dream Pop,2017
2461,1611,InStyleOf,Doom Metal,2017,Indie Rock,2015
2475,13758,DirectlySamples,Alternative Rock,2026,Indie Folk,2013
2475,15622,InStyleOf,Alternative Rock,2026,Doom Metal,1997
2479,1857,InStyleOf,Indie Rock,2009,Indie Rock,2006
2480,9488,InStyleOf,,,Synthwave,2012
2480,4814,InStyleOf,,,Doom Metal,2015
2486,12104,InStyleOf,Doom Metal,2023,,
2493,1293,InStyleOf,Southern Gothic Rock,2012,,
2493,1772,LyricalReferenceTo,Southern Gothic Rock,2012,Southern Gothic Rock,2010
2493,11368,CoverOf,Southern Gothic Rock,2012,Southern Gothic Rock,2004
2493,9772,CoverOf,Southern Gothic Rock,2012,Indie Pop,1997
2493,12822,InterpolatesFrom,Southern Gothic Rock,2012,Southern Gothic Rock,1999
2493,11298,InterpolatesFrom,Southern Gothic Rock,2012,,
2493,14658,InStyleOf,Southern Gothic Rock,2012,,
2495,2510,InStyleOf,Dream Pop,2021,Dream Pop,1981
2495,9871,InStyleOf,Dream Pop,2021,,
2500,15007,CoverOf,Dream Pop,2008,Synthwave,2003
2505,11945,LyricalReferenceTo,,,Doom Metal,2007
2515,9547,CoverOf,Dream Pop,2023,Dream Pop,2020
2525,5455,LyricalReferenceTo,Alternative Rock,2028,Southern Gothic Rock,1999
2525,15396,LyricalReferenceTo,Alternative Rock,2028,Avant-Garde Folk,2023
2530,15622,CoverOf,,,Doom Metal,1997
2534,15745,InterpolatesFrom,,,,
2534,13820,InStyleOf,,,Lo-Fi Electronica,2025
2534,14045,CoverOf,,,Lo-Fi Electronica,2011
2534,827,LyricalReferenceTo,,,Lo-Fi Electronica,2006
2534,7977,DirectlySamples,,,Indie Pop,2014
2541,13049,InterpolatesFrom,Dream Pop,2027,Psychedelic Rock,2025
2541,445,InStyleOf,Dream Pop,2027,,
2549,15633,CoverOf,Alternative Rock,2017,Alternative Rock,2007
2549,13379,LyricalReferenceTo,Alternative Rock,2017,Alternative Rock,1992
2549,12010,InterpolatesFrom,Alternative Rock,2017,Alternative Rock,2003
2549,14749,InterpolatesFrom,Alternative Rock,2017,Alternative Rock,2010
2555,4653,InterpolatesFrom,Dream Pop,2029,Synthwave,2014
2561,12678,CoverOf,,,Synthwave,2013
2567,9884,LyricalReferenceTo,Post-Apocalyptic Folk,2022,Psychedelic Rock,2009
2567,7897,LyricalReferenceTo,Post-Apocalyptic Folk,2022,Post-Apocalyptic Folk,2014
2567,14322,CoverOf,Post-Apocalyptic Folk,2022,Post-Apocalyptic Folk,2013
2567,9716,InterpolatesFrom,Post-Apocalyptic Folk,2022,Americana,1991
2567,5389,DirectlySamples,Post-Apocalyptic Folk,2022,Post-Apocalyptic Folk,2020
2567,8159,LyricalReferenceTo,Post-Apocalyptic Folk,2022,Americana,2021
2576,15622,DirectlySamples,Indie Folk,2020,Doom Metal,1997
2582,5680,InStyleOf,Dream Pop,2024,Americana,2020
2586,7632,CoverOf,Americana,2024,Dream Pop,2022
2596,14291,InStyleOf,Dream Pop,2026,Americana,2013
2596,10709,DirectlySamples,Dream Pop,2026,,
2596,13246,InStyleOf,Dream Pop,2026,,
2604,11251,InStyleOf,Dream Pop,2026,Indie Folk,2020
2608,15622,LyricalReferenceTo,Doom Metal,2013,Doom Metal,1997
2616,8888,InStyleOf,Americana,2020,Indie Rock,2010
2625,16621,LyricalReferenceTo,Alternative Rock,2004,Jazz Surf Rock,2001
2633,2567,LyricalReferenceTo,,,Post-Apocalyptic Folk,2022
2633,14322,InStyleOf,,,Post-Apocalyptic Folk,2013
2633,10412,CoverOf,,,,
2633,2687,InterpolatesFrom,,,Space Rock,2016
2633,14469,DirectlySamples,,,Space Rock,2026
2633,1907,InterpolatesFrom,,,Synthwave,2021
2639,7574,InStyleOf,Speed Metal,2003,Speed Metal,1989
2641,7250,InStyleOf,Indie Rock,2024,Doom Metal,2013
2647,16665,DirectlySamples,Doom Metal,2023,Doom Metal,2017
2649,3633,LyricalReferenceTo,Doom Metal,2013,,
2655,9650,InStyleOf,Speed Metal,2006,,
2658,8815,InterpolatesFrom,Dream Pop,2007,,
2658,6342,LyricalReferenceTo,Dream Pop,2007,Dream Pop,2004
2662,1841,DirectlySamples,,,Indie Folk,2010
2666,16296,CoverOf,,,Southern Gothic Rock,1997
2666,5110,InStyleOf,,,Indie Pop,1991
2666,6868,InStyleOf,,,,
2666,8997,InStyleOf,,,Southern Gothic Rock,2009
2666,10549,InStyleOf,,,Indie Pop,1993
2666,16495,InStyleOf,,,Southern Gothic Rock,1997
2666,6745,CoverOf,,,Indie Pop,1994
2666,9902,CoverOf,,,Indie Pop,1991
2666,12979,LyricalReferenceTo,,,,
2676,6762,LyricalReferenceTo,Indie Folk,2020,Symphonic Metal,2007
2679,15578,DirectlySamples,Blues Rock,2007,Indie Pop,1987
2679,13197,InterpolatesFrom,Blues Rock,2007,Blues Rock,1997
2683,6616,InStyleOf,,,Indie Rock,2011
2683,13985,InterpolatesFrom,,,Lo-Fi Electronica,2013
2683,1857,LyricalReferenceTo,,,Indie Rock,2006
2683,876,LyricalReferenceTo,,,Indie Rock,2010
2684,8832,InStyleOf,Emo/Pop Punk,2026,,
2684,806,LyricalReferenceTo,Emo/Pop Punk,2026,Southern Gothic Rock,2002
2696,14086,InStyleOf,Doom Metal,2010,Doom Metal,2005
2696,13480,InterpolatesFrom,Doom Metal,2010,Synthwave,2009
2696,9454,DirectlySamples,Doom Metal,2010,,
2701,15622,DirectlySamples,Americana,2029,Doom Metal,1997
2701,10641,CoverOf,Americana,2029,Dream Pop,2027
2701,5680,LyricalReferenceTo,Americana,2029,Americana,2020
2701,1195,CoverOf,Americana,2029,,
2709,7435,InStyleOf,,,Psychedelic Rock,2010
2709,16607,InStyleOf,,,Synthwave,2010
2709,14322,InStyleOf,,,Post-Apocalyptic Folk,2013
2714,11528,LyricalReferenceTo,Americana,2024,Desert Rock,2007
2714,12397,LyricalReferenceTo,Americana,2024,Dream Pop,2007
